1 0 12 1 0.1592	vsm_result
1 0 13 2 0.1524	vsm_result
1 0 51 3 0.1324	vsm_result
1 0 486 4 0.1284	vsm_result
1 0 154 5 0.1284	vsm_result
1 0 878 6 0.1264	vsm_result
1 0 184 7 0.1231	vsm_result
1 0 435 8 0.1170	vsm_result
1 0 1268 9 0.1168	vsm_result
1 0 1169 10 0.1092	vsm_result
1 0 665 11 0.1088	vsm_result
1 0 685 12 0.1028	vsm_result
1 0 180 13 0.0983	vsm_result
1 0 1186 14 0.0983	vsm_result
1 0 781 15 0.0964	vsm_result
1 0 14 16 0.0947	vsm_result
1 0 686 17 0.0940	vsm_result
1 0 359 18 0.0912	vsm_result
1 0 25 19 0.0909	vsm_result
1 0 56 20 0.0891	vsm_result
1 0 332 21 0.0890	vsm_result
1 0 1144 22 0.0875	vsm_result
1 0 1361 23 0.0861	vsm_result
1 0 35 24 0.0830	vsm_result
1 0 884 25 0.0823	vsm_result
1 0 172 26 0.0814	vsm_result
1 0 1178 27 0.0810	vsm_result
1 0 114 28 0.0799	vsm_result
1 0 349 29 0.0798	vsm_result
1 0 747 30 0.0794	vsm_result
1 0 1191 31 0.0750	vsm_result
1 0 253 32 0.0728	vsm_result
1 0 404 33 0.0722	vsm_result
1 0 1168 34 0.0716	vsm_result
1 0 1304 35 0.0716	vsm_result
1 0 792 36 0.0712	vsm_result
1 0 758 37 0.0707	vsm_result
1 0 158 38 0.0705	vsm_result
1 0 643 39 0.0697	vsm_result
1 0 552 40 0.0686	vsm_result
1 0 573 41 0.0685	vsm_result
1 0 327 42 0.0680	vsm_result
1 0 1063 43 0.0665	vsm_result
1 0 1365 44 0.0652	vsm_result
1 0 100 45 0.0651	vsm_result
1 0 755 46 0.0634	vsm_result
1 0 540 47 0.0632	vsm_result
1 0 1254 48 0.0624	vsm_result
1 0 577 49 0.0616	vsm_result
1 0 156 50 0.0614	vsm_result
1 0 311 51 0.0612	vsm_result
1 0 284 52 0.0610	vsm_result
1 0 1165 53 0.0607	vsm_result
1 0 370 54 0.0599	vsm_result
1 0 52 55 0.0588	vsm_result
1 0 584 56 0.0586	vsm_result
1 0 497 57 0.0584	vsm_result
1 0 252 58 0.0583	vsm_result
1 0 817 59 0.0570	vsm_result
1 0 374 60 0.0568	vsm_result
1 0 1155 61 0.0564	vsm_result
1 0 1042 62 0.0561	vsm_result
1 0 1167 63 0.0558	vsm_result
1 0 141 64 0.0553	vsm_result
1 0 509 65 0.0552	vsm_result
1 0 494 66 0.0547	vsm_result
1 0 407 67 0.0545	vsm_result
1 0 1074 68 0.0543	vsm_result
1 0 726 69 0.0541	vsm_result
1 0 430 70 0.0530	vsm_result
1 0 57 71 0.0529	vsm_result
1 0 1012 72 0.0527	vsm_result
1 0 1298 73 0.0525	vsm_result
1 0 211 74 0.0524	vsm_result
1 0 423 75 0.0520	vsm_result
1 0 960 76 0.0519	vsm_result
1 0 663 77 0.0515	vsm_result
1 0 232 78 0.0514	vsm_result
1 0 746 79 0.0514	vsm_result
1 0 429 80 0.0512	vsm_result
1 0 415 81 0.0510	vsm_result
1 0 879 82 0.0509	vsm_result
1 0 104 83 0.0499	vsm_result
1 0 390 84 0.0492	vsm_result
1 0 260 85 0.0482	vsm_result
1 0 1163 86 0.0473	vsm_result
1 0 195 87 0.0471	vsm_result
1 0 29 88 0.0467	vsm_result
1 0 69 89 0.0465	vsm_result
1 0 834 90 0.0463	vsm_result
1 0 78 91 0.0461	vsm_result
1 0 513 92 0.0459	vsm_result
1 0 526 93 0.0451	vsm_result
1 0 66 94 0.0443	vsm_result
1 0 811 95 0.0436	vsm_result
1 0 801 96 0.0435	vsm_result
1 0 1089 97 0.0435	vsm_result
1 0 593 98 0.0434	vsm_result
1 0 658 99 0.0424	vsm_result
1 0 62 100 0.0423	vsm_result
2 0 12 1 0.3935	vsm_result
2 0 51 2 0.2443	vsm_result
2 0 884 3 0.2275	vsm_result
2 0 1169 4 0.2089	vsm_result
2 0 14 5 0.1675	vsm_result
2 0 746 6 0.1652	vsm_result
2 0 781 7 0.1632	vsm_result
2 0 1042 8 0.1407	vsm_result
2 0 1158 9 0.1328	vsm_result
2 0 606 10 0.1253	vsm_result
2 0 100 11 0.1247	vsm_result
2 0 747 12 0.1241	vsm_result
2 0 729 13 0.1223	vsm_result
